,IMPACT RATIO:,ELIFT RATIO:,ODDS RATIO:,
Raw Data,
../output/crime_reweighed.csv,
../output/crime_massaged.csv,
../output/massage_predictions_logr.csv,1.00111472844,1.00053384243,1.00622090388,
../output/massage_predictions_svm.csv,1.00584523845,1.00279240352,1.03127503873,
../output/baseline_predictions_logr.csv,0.993549729505,0.996898759504,0.961298377029,
../output/reweighed_predictions_logr.csv,1.00632858842,1.00302255222,1.03753757016,
../output/reweighed_predictions_gnb.csv,1.02739901469,1.01294426584,1.10085169239,
../output/2nb_predictions_gnb.csv,
../output/massage_predictions_gnb.csv,1.001790902,1.00085735957,1.00698855743,
../output/baseline_predictions_svm.csv,0.991341522158,0.995832260967,0.948934659091,
../output/reweighed_predictions_svm.csv,1.00832506179,1.00397195719,1.05083184789,
../output/baseline_predictions_gnb.csv,0.988777046929,0.994590598797,0.959829567975,
